"Date"	"Date"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"	"Room Revenue OTB"
"Day"	"DOW"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"	"Room Revenue OTB"
"2023-02-24"	"Fr"	"Welcome Kongresshotel Bamberg"	64	"37.43%"	171	64	93.54	5986.64
"2023-02-24"	"Fr"	"Welcome Hotel Marburg"	40	"26.67%"	150	40	115.32	4612.99
"2023-02-24"	"Fr"	"Welcome Hotel Paderborn"	43	"28.10%"	153	43	78.43	3372.58
"2023-02-24"	"Fr"	"Welcome Hotel Bad Arolsen"	21	"17.65%"	119	21	94.17	1977.52
"2023-02-24"	"Fr"	"Welcome Hotel Meschede / Hennesee"	40	"34.78%"	115	40	85.77	3430.83
"2023-02-24"	"Fr"	"Welcome Hotel Wesel"	38	"36.89%"	103	38	107.39	4080.91
"2023-02-24"	"Fr"	"Welcome Hotel Dorf Munsterland"	18	"13.74%"	131	18	42.95	773.17
"2023-02-24"	"Fr"	"Welcome Hotel Neckarsulm"	67	"41.36%"	162	67	78.33	5248.09
"2023-02-24"	"Fr"	"Welcome Parkhotel Euskirchen"	42	"45.65%"	92	42	121.02	5083.03
"2023-02-24"	"Fr"	"All"	541	"30.72%"	1761	541	96.56	52236.72
"2023-02-25"	"Sa"	"Welcome Hotel Darmstadt"	121	"58.17%"	208	121	111.68	13512.84
"2023-02-25"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	23	"13.29%"	173	23	55.93	1286.34
"2023-02-25"	"Sa"	"Welcome Residenzschloss Bamberg"	40	"21.74%"	184	40	109.43	4377.11
"2023-02-25"	"Sa"	"Welcome Kongresshotel Bamberg"	18	"10.53%"	171	18	85.82	1544.71
"2023-02-25"	"Sa"	"Welcome Hotel Marburg"	57	"38.00%"	150	57	130.83	7457.06
"2023-02-25"	"Sa"	"Welcome Hotel Paderborn"	70	"45.75%"	153	70	62.94	4406.00
"2023-02-25"	"Sa"	"Welcome Hotel Bad Arolsen"	89	"74.79%"	119	89	99.58	8862.64
"2023-02-25"	"Sa"	"Welcome Hotel Meschede / Hennesee"	92	"83.64%"	110	92	95.02	8741.92
"2023-02-25"	"Sa"	"Welcome Hotel Wesel"	37	"35.92%"	103	37	116.14	4297.23
"2023-02-25"	"Sa"	"Welcome Hotel Dorf Munsterland"	55	"41.98%"	131	55	99.06	5448.11
"2023-02-25"	"Sa"	"Welcome Hotel Neckarsulm"	20	"12.35%"	162	20	111.60	2232.07
"2023-02-25"	"Sa"	"Welcome Parkhotel Euskirchen"	66	"71.74%"	92	66	132.59	8751.11
"2023-02-25"	"Sa"	"All"	688	"39.18%"	1756	688	103.08	70917.14
"2023-02-26"	"Su"	"Welcome Hotel Darmstadt"	136	"65.38%"	208	136	135.97	18491.39
"2023-02-26"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	12	"6.94%"	173	12	71.22	854.68
"2023-02-26"	"Su"	"Welcome Residenzschloss Bamberg"	18	"9.78%"	184	18	85.92	1546.54
"2023-02-26"	"Su"	"Welcome Kongresshotel Bamberg"	11	"6.43%"	171	11	84.37	928.04
"2023-02-26"	"Su"	"Welcome Hotel Marburg"	41	"27.33%"	150	41	110.95	4549.14
"2023-02-26"	"Su"	"Welcome Hotel Paderborn"	22	"14.38%"	153	22	101.68	2237.04
"2023-02-26"	"Su"	"Welcome Hotel Bad Arolsen"	23	"19.33%"	119	23	109.69	2522.92
"2023-02-26"	"Su"	"Welcome Hotel Meschede / Hennesee"	25	"22.73%"	110	25	83.58	2089.48
"2023-02-26"	"Su"	"Welcome Hotel Wesel"	22	"21.36%"	103	22	105.71	2325.68
"2023-02-26"	"Su"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	61.25	183.74
"2023-02-26"	"Su"	"Welcome Hotel Neckarsulm"	23	"14.20%"	162	23	110.09	2532.01
"2023-02-26"	"Su"	"Welcome Parkhotel Euskirchen"	19	"20.65%"	92	19	105.66	2007.57
"2023-02-26"	"Su"	"All"	355	"20.22%"	1756	355	113.43	40268.23
"2023-02-27"	"Mo"	"Welcome Hotel Darmstadt"	191	"91.83%"	208	191	146.11	27906.72
"2023-02-27"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	61	"35.26%"	173	61	93.99	5733.23
"2023-02-27"	"Mo"	"Welcome Residenzschloss Bamberg"	67	"36.41%"	184	67	95.21	6379.05
"2023-02-27"	"Mo"	"Welcome Kongresshotel Bamberg"	37	"21.64%"	171	37	92.71	3430.35
"2023-02-27"	"Mo"	"Welcome Hotel Marburg"	94	"62.67%"	150	94	113.43	10662.33
"2023-02-27"	"Mo"	"Welcome Hotel Paderborn"	69	"45.10%"	153	69	92.33	6370.92
"2023-02-27"	"Mo"	"Welcome Hotel Bad Arolsen"	82	"68.91%"	119	82	119.20	9774.12
"2023-02-27"	"Mo"	"Welcome Hotel Meschede / Hennesee"	54	"46.96%"	115	54	79.97	4318.14
"2023-02-27"	"Mo"	"Welcome Hotel Wesel"	48	"46.60%"	103	48	101.45	4869.45
"2023-02-27"	"Mo"	"Welcome Hotel Dorf Munsterland"	31	"23.66%"	131	31	64.70	2005.84
"2023-02-27"	"Mo"	"Welcome Hotel Neckarsulm"	105	"64.81%"	162	105	122.44	12856.43
"2023-02-27"	"Mo"	"Welcome Parkhotel Euskirchen"	91	"98.91%"	92	91	133.62	12159.73
"2023-02-27"	"Mo"	"All"	930	"52.81%"	1761	930	114.48	106466.31
"2023-02-28"	"Tu"	"Welcome Hotel Darmstadt"	204	"98.08%"	208	204	141.56	28878.86
"2023-02-28"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	102	"58.96%"	173	102	92.36	9421.05
"2023-02-28"	"Tu"	"Welcome Residenzschloss Bamberg"	86	"46.74%"	184	86	95.46	8209.86
"2023-02-28"	"Tu"	"Welcome Kongresshotel Bamberg"	56	"32.75%"	171	56	94.06	5267.21
"2023-02-28"	"Tu"	"Welcome Hotel Marburg"	113	"75.33%"	150	113	114.50	12938.95
"2023-02-28"	"Tu"	"Welcome Hotel Paderborn"	70	"45.75%"	153	70	90.07	6305.14
"2023-02-28"	"Tu"	"Welcome Hotel Bad Arolsen"	100	"84.03%"	119	100	101.77	10176.54
"2023-02-28"	"Tu"	"Welcome Hotel Meschede / Hennesee"	64	"55.65%"	115	64	78.27	5009.22
"2023-02-28"	"Tu"	"Welcome Hotel Wesel"	66	"64.08%"	103	66	99.34	6556.47
"2023-02-28"	"Tu"	"Welcome Hotel Dorf Munsterland"	31	"23.66%"	131	31	55.57	1722.67
"2023-02-28"	"Tu"	"Welcome Hotel Neckarsulm"	158	"97.53%"	162	158	122.78	19400.00
"2023-02-28"	"Tu"	"Welcome Parkhotel Euskirchen"	86	"93.48%"	92	86	115.74	9953.93
"2023-02-28"	"Tu"	"All"	1136	"64.51%"	1761	1136	109.01	123839.90
"2023-03-01"	"We"	"Welcome Hotel Darmstadt"	207	"99.52%"	208	207	139.18	28810.71
"2023-03-01"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	68	"39.31%"	173	68	87.17	5927.76
"2023-03-01"	"We"	"Welcome Residenzschloss Bamberg"	74	"40.22%"	184	74	95.17	7042.92
"2023-03-01"	"We"	"Welcome Kongresshotel Bamberg"	33	"19.30%"	171	33	110.47	3645.57
"2023-03-01"	"We"	"Welcome Hotel Marburg"	78	"52.00%"	150	78	113.76	8873.61
"2023-03-01"	"We"	"Welcome Hotel Paderborn"	50	"32.68%"	153	50	91.69	4584.47
"2023-03-01"	"We"	"Welcome Hotel Bad Arolsen"	53	"44.54%"	119	53	102.61	5438.19
"2023-03-01"	"We"	"Welcome Hotel Meschede / Hennesee"	65	"57.02%"	114	65	82.36	5353.08
"2023-03-01"	"We"	"Welcome Hotel Wesel"	68	"66.02%"	103	68	102.94	6999.70
"2023-03-01"	"We"	"Welcome Hotel Dorf Munsterland"	35	"26.72%"	131	35	67.07	2347.51
"2023-03-01"	"We"	"Welcome Hotel Neckarsulm"	157	"96.91%"	162	157	123.47	19384.23
"2023-03-01"	"We"	"Welcome Parkhotel Euskirchen"	83	"90.22%"	92	83	105.34	8742.96
"2023-03-01"	"We"	"All"	971	"55.17%"	1760	971	110.35	107150.71
"2023-03-02"	"Th"	"Welcome Hotel Darmstadt"	133	"63.94%"	208	133	131.36	17471.34
"2023-03-02"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	36	"20.81%"	173	36	94.50	3401.99
"2023-03-02"	"Th"	"Welcome Residenzschloss Bamberg"	59	"32.07%"	184	59	103.25	6091.58
"2023-03-02"	"Th"	"Welcome Kongresshotel Bamberg"	18	"10.53%"	171	18	99.87	1797.58
"2023-03-02"	"Th"	"Welcome Hotel Marburg"	53	"35.33%"	150	53	120.04	6362.34
"2023-03-02"	"Th"	"Welcome Hotel Paderborn"	55	"35.95%"	153	55	94.21	5181.39
"2023-03-02"	"Th"	"Welcome Hotel Bad Arolsen"	37	"31.09%"	119	37	105.00	3885.10
"2023-03-02"	"Th"	"Welcome Hotel Meschede / Hennesee"	92	"80.00%"	115	92	87.35	8035.89
"2023-03-02"	"Th"	"Welcome Hotel Wesel"	56	"54.37%"	103	56	112.59	6305.23
"2023-03-02"	"Th"	"Welcome Hotel Dorf Munsterland"	24	"18.32%"	131	24	67.75	1626.02
"2023-03-02"	"Th"	"Welcome Hotel Neckarsulm"	64	"39.51%"	162	64	116.37	7447.61
"2023-03-02"	"Th"	"Welcome Parkhotel Euskirchen"	66	"71.74%"	92	66	103.15	6807.90
"2023-03-02"	"Th"	"All"	693	"39.35%"	1761	693	107.38	74413.97
"2023-03-03"	"Fr"	"Welcome Hotel Darmstadt"	41	"19.71%"	208	41	99.56	4082.03
"2023-03-03"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	32	"18.50%"	173	32	80.03	2561.11
"2023-03-03"	"Fr"	"Welcome Residenzschloss Bamberg"	36	"19.57%"	184	36	107.58	3872.95
"2023-03-03"	"Fr"	"Welcome Kongresshotel Bamberg"	13	"7.60%"	171	13	119.08	1548.05
"2023-03-03"	"Fr"	"Welcome Hotel Marburg"	41	"27.33%"	150	41	117.95	4836.02
"2023-03-03"	"Fr"	"Welcome Hotel Paderborn"	118	"77.12%"	153	118	87.51	10325.72
"2023-03-03"	"Fr"	"Welcome Hotel Bad Arolsen"	21	"17.65%"	119	21	138.85	2915.90
"2023-03-03"	"Fr"	"Welcome Hotel Meschede / Hennesee"	37	"32.46%"	114	37	83.08	3074.05
"2023-03-03"	"Fr"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	102.64	2771.37
"2023-03-03"	"Fr"	"Welcome Hotel Dorf Munsterland"	19	"14.50%"	131	19	156.80	2979.15
"2023-03-03"	"Fr"	"Welcome Hotel Neckarsulm"	16	"9.88%"	162	16	132.45	2119.17
"2023-03-03"	"Fr"	"Welcome Parkhotel Euskirchen"	58	"63.04%"	92	58	112.29	6512.67
"2023-03-03"	"Fr"	"All"	459	"26.08%"	1760	459	103.70	47598.19
"2023-03-04"	"Sa"	"Welcome Hotel Darmstadt"	51	"24.52%"	208	51	95.03	4846.65
"2023-03-04"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	21	"12.14%"	173	21	93.70	1967.63
"2023-03-04"	"Sa"	"Welcome Residenzschloss Bamberg"	56	"30.43%"	184	56	113.13	6335.23
"2023-03-04"	"Sa"	"Welcome Kongresshotel Bamberg"	18	"10.53%"	171	18	107.07	1927.29
"2023-03-04"	"Sa"	"Welcome Hotel Marburg"	43	"28.67%"	150	43	129.37	5562.83
"2023-03-04"	"Sa"	"Welcome Hotel Paderborn"	23	"15.03%"	153	23	104.01	2392.19
"2023-03-04"	"Sa"	"Welcome Hotel Bad Arolsen"	37	"31.09%"	119	37	141.99	5253.49
"2023-03-04"	"Sa"	"Welcome Hotel Meschede / Hennesee"	73	"64.04%"	114	73	88.42	6455.02
"2023-03-04"	"Sa"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	113.82	3073.13
"2023-03-04"	"Sa"	"Welcome Hotel Dorf Munsterland"	47	"35.88%"	131	47	95.00	4465.11
"2023-03-04"	"Sa"	"Welcome Hotel Neckarsulm"	12	"7.41%"	162	12	114.07	1368.80
"2023-03-04"	"Sa"	"Welcome Parkhotel Euskirchen"	84	"91.30%"	92	84	123.25	10353.21
"2023-03-04"	"Sa"	"All"	492	"27.95%"	1760	492	109.76	54000.58
"2023-03-05"	"Su"	"Welcome Hotel Darmstadt"	39	"18.75%"	208	39	104.61	4079.70
"2023-03-05"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	25	"14.45%"	173	25	72.02	1800.47
"2023-03-05"	"Su"	"Welcome Residenzschloss Bamberg"	28	"15.22%"	184	28	100.75	2821.06
"2023-03-05"	"Su"	"Welcome Kongresshotel Bamberg"	50	"29.24%"	171	50	99.96	4997.94
"2023-03-05"	"Su"	"Welcome Hotel Marburg"	22	"14.67%"	150	22	110.18	2424.06
"2023-03-05"	"Su"	"Welcome Hotel Paderborn"	27	"17.65%"	153	27	93.24	2517.58
"2023-03-05"	"Su"	"Welcome Hotel Bad Arolsen"	18	"15.13%"	119	18	109.21	1965.74
"2023-03-05"	"Su"	"Welcome Hotel Meschede / Hennesee"	38	"33.33%"	114	38	71.69	2724.26
"2023-03-05"	"Su"	"Welcome Hotel Wesel"	26	"25.24%"	103	26	106.33	2764.63
"2023-03-05"	"Su"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	21.96	65.89
"2023-03-05"	"Su"	"Welcome Hotel Neckarsulm"	31	"19.14%"	162	31	100.40	3112.47
"2023-03-05"	"Su"	"Welcome Parkhotel Euskirchen"	35	"38.04%"	92	35	100.52	3518.29
"2023-03-05"	"Su"	"All"	342	"19.43%"	1760	342	95.88	32792.09
"2023-03-06"	"Mo"	"Welcome Hotel Darmstadt"	85	"40.87%"	208	85	116.98	9943.09
"2023-03-06"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	47	"27.17%"	173	47	81.65	3837.39
"2023-03-06"	"Mo"	"Welcome Residenzschloss Bamberg"	58	"31.52%"	184	58	79.82	4629.77
"2023-03-06"	"Mo"	"Welcome Kongresshotel Bamberg"	132	"77.19%"	171	132	101.81	13439.19
"2023-03-06"	"Mo"	"Welcome Hotel Marburg"	77	"51.33%"	150	77	117.65	9058.82
"2023-03-06"	"Mo"	"Welcome Hotel Paderborn"	153	"100.00%"	153	153	89.79	13738.01
"2023-03-06"	"Mo"	"Welcome Hotel Bad Arolsen"	28	"23.53%"	119	28	94.97	2659.18
"2023-03-06"	"Mo"	"Welcome Hotel Meschede / Hennesee"	51	"44.35%"	115	51	64.77	3303.25
"2023-03-06"	"Mo"	"Welcome Hotel Wesel"	53	"51.46%"	103	53	109.03	5778.67
"2023-03-06"	"Mo"	"Welcome Hotel Dorf Munsterland"	30	"22.90%"	131	30	67.22	2016.47
"2023-03-06"	"Mo"	"Welcome Hotel Neckarsulm"	111	"68.52%"	162	111	121.09	13441.46
"2023-03-06"	"Mo"	"Welcome Parkhotel Euskirchen"	92	"100.00%"	92	92	114.58	10540.99
"2023-03-06"	"Mo"	"All"	917	"52.07%"	1761	917	100.75	92386.29
"2023-03-07"	"Tu"	"Welcome Hotel Darmstadt"	163	"78.37%"	208	163	140.45	22893.25
"2023-03-07"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	106	"61.27%"	173	106	95.12	10083.17
"2023-03-07"	"Tu"	"Welcome Residenzschloss Bamberg"	68	"36.96%"	184	68	107.50	7310.02
"2023-03-07"	"Tu"	"Welcome Kongresshotel Bamberg"	122	"71.35%"	171	122	98.98	12075.84
"2023-03-07"	"Tu"	"Welcome Hotel Marburg"	98	"65.33%"	150	98	127.09	12454.75
"2023-03-07"	"Tu"	"Welcome Hotel Paderborn"	92	"60.13%"	153	92	94.38	8683.41
"2023-03-07"	"Tu"	"Welcome Hotel Bad Arolsen"	30	"25.21%"	119	30	93.41	2802.31
"2023-03-07"	"Tu"	"Welcome Hotel Meschede / Hennesee"	55	"47.83%"	115	55	81.81	4499.59
"2023-03-07"	"Tu"	"Welcome Hotel Wesel"	70	"67.96%"	103	70	105.89	7412.58
"2023-03-07"	"Tu"	"Welcome Hotel Dorf Munsterland"	37	"28.24%"	131	37	65.89	2438.06
"2023-03-07"	"Tu"	"Welcome Hotel Neckarsulm"	133	"82.10%"	162	133	121.78	16196.09
"2023-03-07"	"Tu"	"Welcome Parkhotel Euskirchen"	90	"97.83%"	92	90	111.84	10065.52
"2023-03-07"	"Tu"	"All"	1064	"60.42%"	1761	1064	109.88	116914.59
"2023-03-08"	"We"	"Welcome Hotel Darmstadt"	196	"94.23%"	208	196	136.93	26839.24
"2023-03-08"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	119	"68.79%"	173	119	98.58	11730.84
"2023-03-08"	"We"	"Welcome Residenzschloss Bamberg"	63	"34.24%"	184	63	106.06	6681.63
"2023-03-08"	"We"	"Welcome Kongresshotel Bamberg"	108	"63.16%"	171	108	100.46	10849.58
"2023-03-08"	"We"	"Welcome Hotel Marburg"	91	"60.67%"	150	91	112.45	10233.01
"2023-03-08"	"We"	"Welcome Hotel Paderborn"	72	"47.06%"	153	72	97.78	7040.51
"2023-03-08"	"We"	"Welcome Hotel Bad Arolsen"	12	"10.08%"	119	12	118.86	1426.30
"2023-03-08"	"We"	"Welcome Hotel Meschede / Hennesee"	69	"60.00%"	115	69	82.47	5690.59
"2023-03-08"	"We"	"Welcome Hotel Wesel"	50	"48.54%"	103	50	103.35	5167.39
"2023-03-08"	"We"	"Welcome Hotel Dorf Munsterland"	91	"69.47%"	131	91	71.72	6526.26
"2023-03-08"	"We"	"Welcome Hotel Neckarsulm"	138	"85.19%"	162	138	123.11	16989.02
"2023-03-08"	"We"	"Welcome Parkhotel Euskirchen"	92	"100.00%"	92	92	111.36	10244.73
"2023-03-08"	"We"	"All"	1101	"62.52%"	1761	1101	108.46	119419.10
"2023-03-09"	"Th"	"Welcome Hotel Darmstadt"	49	"23.56%"	208	49	141.76	6946.02
"2023-03-09"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	106	"61.27%"	173	106	91.73	9723.45
"2023-03-09"	"Th"	"Welcome Residenzschloss Bamberg"	50	"27.17%"	184	50	98.79	4939.58
"2023-03-09"	"Th"	"Welcome Kongresshotel Bamberg"	122	"71.35%"	171	122	99.83	12179.67
"2023-03-09"	"Th"	"Welcome Hotel Marburg"	52	"34.67%"	150	52	110.77	5759.80
"2023-03-09"	"Th"	"Welcome Hotel Paderborn"	153	"100.00%"	153	153	107.06	16379.97
"2023-03-09"	"Th"	"Welcome Hotel Bad Arolsen"	12	"10.08%"	119	12	102.03	1224.37
"2023-03-09"	"Th"	"Welcome Hotel Meschede / Hennesee"	89	"77.39%"	115	89	87.57	7793.94
"2023-03-09"	"Th"	"Welcome Hotel Wesel"	32	"31.07%"	103	32	118.01	3776.18
"2023-03-09"	"Th"	"Welcome Hotel Dorf Munsterland"	98	"74.81%"	131	98	72.27	7082.62
"2023-03-09"	"Th"	"Welcome Hotel Neckarsulm"	58	"35.80%"	162	58	115.72	6711.51
"2023-03-09"	"Th"	"Welcome Parkhotel Euskirchen"	59	"64.13%"	92	59	100.67	5939.32
"2023-03-09"	"Th"	"All"	880	"49.97%"	1761	880	100.52	88456.43
"2023-03-10"	"Fr"	"Welcome Hotel Darmstadt"	69	"33.17%"	208	69	94.65	6530.80
"2023-03-10"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	38	"21.97%"	173	38	112.81	4286.86
"2023-03-10"	"Fr"	"Welcome Residenzschloss Bamberg"	29	"15.76%"	184	29	101.77	2951.38
"2023-03-10"	"Fr"	"Welcome Kongresshotel Bamberg"	67	"39.18%"	171	67	102.98	6899.81
"2023-03-10"	"Fr"	"Welcome Hotel Marburg"	26	"17.33%"	150	26	123.21	3203.36
"2023-03-10"	"Fr"	"Welcome Hotel Paderborn"	152	"99.35%"	153	152	102.42	15567.80
"2023-03-10"	"Fr"	"Welcome Hotel Bad Arolsen"	39	"32.77%"	119	39	133.05	5189.00
"2023-03-10"	"Fr"	"Welcome Hotel Meschede / Hennesee"	32	"27.83%"	115	32	89.66	2869.16
"2023-03-10"	"Fr"	"Welcome Hotel Wesel"	26	"25.24%"	103	26	105.60	2745.52
"2023-03-10"	"Fr"	"Welcome Hotel Dorf Munsterland"	24	"18.32%"	131	24	30.24	725.72
"2023-03-10"	"Fr"	"Welcome Hotel Neckarsulm"	123	"75.93%"	162	123	77.16	9490.11
"2023-03-10"	"Fr"	"Welcome Parkhotel Euskirchen"	48	"52.17%"	92	48	110.53	5305.50
"2023-03-10"	"Fr"	"All"	673	"38.22%"	1761	673	97.72	65765.02
"2023-03-11"	"Sa"	"Welcome Hotel Darmstadt"	107	"51.44%"	208	107	94.15	10074.00
"2023-03-11"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	43	"24.86%"	173	43	98.59	4239.18
"2023-03-11"	"Sa"	"Welcome Residenzschloss Bamberg"	50	"27.17%"	184	50	103.14	5157.05
"2023-03-11"	"Sa"	"Welcome Kongresshotel Bamberg"	56	"32.75%"	171	56	104.83	5870.21
"2023-03-11"	"Sa"	"Welcome Hotel Marburg"	32	"21.33%"	150	32	136.60	4371.24
"2023-03-11"	"Sa"	"Welcome Hotel Paderborn"	151	"98.69%"	153	151	101.49	15324.82
"2023-03-11"	"Sa"	"Welcome Hotel Bad Arolsen"	49	"41.18%"	119	49	131.74	6455.33
"2023-03-11"	"Sa"	"Welcome Hotel Meschede / Hennesee"	26	"22.61%"	115	26	95.38	2479.92
"2023-03-11"	"Sa"	"Welcome Hotel Wesel"	33	"32.04%"	103	33	118.13	3898.13
"2023-03-11"	"Sa"	"Welcome Hotel Dorf Munsterland"	105	"80.15%"	131	105	141.13	14819.06
"2023-03-11"	"Sa"	"Welcome Hotel Neckarsulm"	129	"79.63%"	162	129	78.70	10152.42
"2023-03-11"	"Sa"	"Welcome Parkhotel Euskirchen"	66	"71.74%"	92	66	128.27	8465.67
"2023-03-11"	"Sa"	"All"	847	"48.10%"	1761	847	107.80	91307.03
"2023-03-12"	"Su"	"Welcome Hotel Darmstadt"	98	"47.12%"	208	98	120.03	11762.66
"2023-03-12"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	74	"42.77%"	173	74	260.12	19248.95
"2023-03-12"	"Su"	"Welcome Residenzschloss Bamberg"	24	"13.04%"	184	24	117.84	2828.09
"2023-03-12"	"Su"	"Welcome Kongresshotel Bamberg"	35	"20.47%"	171	35	92.06	3222.27
"2023-03-12"	"Su"	"Welcome Hotel Marburg"	49	"32.67%"	150	49	127.98	6271.20
"2023-03-12"	"Su"	"Welcome Hotel Paderborn"	86	"56.21%"	153	86	85.19	7326.61
"2023-03-12"	"Su"	"Welcome Hotel Bad Arolsen"	26	"21.85%"	119	26	95.83	2491.49
"2023-03-12"	"Su"	"Welcome Hotel Meschede / Hennesee"	21	"18.26%"	115	21	86.09	1807.96
"2023-03-12"	"Su"	"Welcome Hotel Wesel"	15	"14.56%"	103	15	95.67	1435.08
"2023-03-12"	"Su"	"Welcome Hotel Dorf Munsterland"	14	"10.69%"	131	14	53.96	755.44
"2023-03-12"	"Su"	"Welcome Hotel Neckarsulm"	16	"9.88%"	162	16	98.67	1578.74
"2023-03-12"	"Su"	"Welcome Parkhotel Euskirchen"	42	"45.65%"	92	42	120.69	5068.91
"2023-03-12"	"Su"	"All"	500	"28.39%"	1761	500	127.59	63797.40
"2023-03-13"	"Mo"	"Welcome Hotel Darmstadt"	171	"82.21%"	208	171	146.30	25017.72
"2023-03-13"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	159	"91.91%"	173	159	294.62	46844.56
"2023-03-13"	"Mo"	"Welcome Residenzschloss Bamberg"	91	"49.46%"	184	91	118.38	10772.25
"2023-03-13"	"Mo"	"Welcome Kongresshotel Bamberg"	106	"61.99%"	171	106	108.04	11452.39
"2023-03-13"	"Mo"	"Welcome Hotel Marburg"	88	"58.67%"	150	88	125.68	11059.62
"2023-03-13"	"Mo"	"Welcome Hotel Paderborn"	115	"75.16%"	153	115	94.82	10904.14
"2023-03-13"	"Mo"	"Welcome Hotel Bad Arolsen"	62	"52.10%"	119	62	92.67	5745.76
"2023-03-13"	"Mo"	"Welcome Hotel Meschede / Hennesee"	47	"40.87%"	115	47	91.27	4289.74
"2023-03-13"	"Mo"	"Welcome Hotel Wesel"	48	"46.60%"	103	48	103.08	4947.80
"2023-03-13"	"Mo"	"Welcome Hotel Dorf Munsterland"	40	"30.53%"	131	40	63.21	2528.25
"2023-03-13"	"Mo"	"Welcome Hotel Neckarsulm"	95	"58.64%"	162	95	124.46	11824.16
"2023-03-13"	"Mo"	"Welcome Parkhotel Euskirchen"	77	"83.70%"	92	77	118.79	9146.71
"2023-03-13"	"Mo"	"All"	1099	"62.41%"	1761	1099	140.61	154533.10
"2023-03-14"	"Tu"	"Welcome Hotel Darmstadt"	203	"97.60%"	208	203	162.54	32994.92
"2023-03-14"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	170	"98.27%"	173	170	297.27	50535.59
"2023-03-14"	"Tu"	"Welcome Residenzschloss Bamberg"	170	"92.39%"	184	170	131.55	22363.94
"2023-03-14"	"Tu"	"Welcome Kongresshotel Bamberg"	159	"92.98%"	171	159	116.52	18527.02
"2023-03-14"	"Tu"	"Welcome Hotel Marburg"	136	"90.67%"	150	136	143.25	19481.62
"2023-03-14"	"Tu"	"Welcome Hotel Paderborn"	116	"75.82%"	153	116	92.52	10732.33
"2023-03-14"	"Tu"	"Welcome Hotel Bad Arolsen"	103	"86.55%"	119	103	94.67	9750.65
"2023-03-14"	"Tu"	"Welcome Hotel Meschede / Hennesee"	32	"27.83%"	115	32	89.52	2864.78
"2023-03-14"	"Tu"	"Welcome Hotel Wesel"	92	"89.32%"	103	92	104.57	9620.55
"2023-03-14"	"Tu"	"Welcome Hotel Dorf Munsterland"	62	"47.33%"	131	62	68.29	4234.03
"2023-03-14"	"Tu"	"Welcome Hotel Neckarsulm"	109	"67.28%"	162	109	128.97	14058.26
"2023-03-14"	"Tu"	"Welcome Parkhotel Euskirchen"	92	"100.00%"	92	92	118.14	10869.28
"2023-03-14"	"Tu"	"All"	1444	"82.00%"	1761	1444	142.68	206032.97
"2023-03-15"	"We"	"Welcome Hotel Darmstadt"	200	"96.15%"	208	200	164.93	32986.58
"2023-03-15"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	160	"92.49%"	173	160	313.63	50180.60
"2023-03-15"	"We"	"Welcome Residenzschloss Bamberg"	102	"55.43%"	184	102	123.44	12591.33
"2023-03-15"	"We"	"Welcome Kongresshotel Bamberg"	110	"64.33%"	171	110	101.88	11206.32
"2023-03-15"	"We"	"Welcome Hotel Marburg"	130	"86.67%"	150	130	138.73	18035.40
"2023-03-15"	"We"	"Welcome Hotel Paderborn"	77	"50.33%"	153	77	92.20	7099.76
"2023-03-15"	"We"	"Welcome Hotel Bad Arolsen"	91	"76.47%"	119	91	97.00	8827.03
"2023-03-15"	"We"	"Welcome Hotel Meschede / Hennesee"	34	"29.31%"	116	34	110.40	3753.69
"2023-03-15"	"We"	"Welcome Hotel Wesel"	76	"73.79%"	103	76	106.68	8107.52
"2023-03-15"	"We"	"Welcome Hotel Dorf Munsterland"	47	"35.88%"	131	47	63.49	2983.94
"2023-03-15"	"We"	"Welcome Hotel Neckarsulm"	143	"88.27%"	162	143	120.50	17231.03
"2023-03-15"	"We"	"Welcome Parkhotel Euskirchen"	91	"98.91%"	92	91	115.14	10477.97
"2023-03-15"	"We"	"All"	1261	"71.57%"	1762	1261	145.50	183481.17
