"Date"	"Date"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"	"Room Revenue OTB"
"Day"	"DOW"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"	"Room Revenue OTB"
"2023-04-03"	"Mo"	"Welcome Hotel Dorf Munsterland"	75	"57.25%"	131	75	56.39	4229.05
"2023-04-03"	"Mo"	"Welcome Hotel Neckarsulm"	155	"95.68%"	162	155	121.94	18900.34
"2023-04-03"	"Mo"	"Welcome Parkhotel Euskirchen"	49	"53.26%"	92	49	109.69	5374.87
"2023-04-03"	"Mo"	"All"	804	"45.76%"	1757	804	98.24	78988.58
"2023-04-04"	"Tu"	"Welcome Hotel Darmstadt"	98	"47.12%"	208	98	101.94	9990.15
"2023-04-04"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	52	"30.06%"	173	52	77.85	4048.09
"2023-04-04"	"Tu"	"Welcome Residenzschloss Bamberg"	92	"50.00%"	184	92	100.32	9229.83
"2023-04-04"	"Tu"	"Welcome Kongresshotel Bamberg"	59	"34.50%"	171	59	92.36	5449.25
"2023-04-04"	"Tu"	"Welcome Hotel Marburg"	45	"30.00%"	150	45	115.50	5197.39
"2023-04-04"	"Tu"	"Welcome Hotel Paderborn"	99	"64.71%"	153	99	90.02	8912.04
"2023-04-04"	"Tu"	"Welcome Hotel Bad Arolsen"	26	"21.85%"	119	26	108.36	2817.29
"2023-04-04"	"Tu"	"Welcome Hotel Meschede / Hennesee"	40	"34.48%"	116	40	87.97	3518.76
"2023-04-04"	"Tu"	"Welcome Hotel Wesel"	75	"72.82%"	103	75	104.31	7823.35
"2023-04-04"	"Tu"	"Welcome Hotel Dorf Munsterland"	47	"35.88%"	131	47	66.90	3144.20
"2023-04-04"	"Tu"	"Welcome Hotel Neckarsulm"	156	"96.30%"	162	156	124.04	19349.68
"2023-04-04"	"Tu"	"Welcome Parkhotel Euskirchen"	52	"56.52%"	92	52	101.59	5282.59
"2023-04-04"	"Tu"	"All"	841	"47.73%"	1762	841	100.79	84762.62
"2023-04-05"	"We"	"Welcome Hotel Darmstadt"	86	"41.35%"	208	86	101.99	8770.83
"2023-04-05"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	25	"14.45%"	173	25	73.44	1836.05
"2023-04-05"	"We"	"Welcome Residenzschloss Bamberg"	80	"43.48%"	184	80	98.89	7911.50
"2023-04-05"	"We"	"Welcome Kongresshotel Bamberg"	46	"26.90%"	171	46	90.31	4154.13
"2023-04-05"	"We"	"Welcome Hotel Marburg"	36	"24.00%"	150	36	114.37	4117.29
"2023-04-05"	"We"	"Welcome Hotel Paderborn"	61	"39.87%"	153	61	91.24	5565.89
"2023-04-05"	"We"	"Welcome Hotel Bad Arolsen"	24	"20.17%"	119	24	101.51	2436.14
"2023-04-05"	"We"	"Welcome Hotel Meschede / Hennesee"	28	"24.14%"	116	28	86.26	2415.40
"2023-04-05"	"We"	"Welcome Hotel Wesel"	42	"40.78%"	103	42	106.36	4467.01
"2023-04-05"	"We"	"Welcome Hotel Dorf Munsterland"	24	"18.32%"	131	24	51.18	1228.34
"2023-04-05"	"We"	"Welcome Hotel Neckarsulm"	79	"48.77%"	162	79	117.60	9290.23
"2023-04-05"	"We"	"Welcome Parkhotel Euskirchen"	33	"35.87%"	92	33	100.19	3306.12
"2023-04-05"	"We"	"All"	564	"32.01%"	1762	564	98.40	55498.93
"2023-04-06"	"Th"	"Welcome Hotel Darmstadt"	42	"20.19%"	208	42	101.98	4283.20
"2023-04-06"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	9	"5.20%"	173	9	78.36	705.23
"2023-04-06"	"Th"	"Welcome Residenzschloss Bamberg"	47	"25.54%"	184	47	108.82	5114.53
"2023-04-06"	"Th"	"Welcome Kongresshotel Bamberg"	36	"21.05%"	171	36	108.37	3901.33
"2023-04-06"	"Th"	"Welcome Hotel Marburg"	21	"14.00%"	150	21	113.52	2383.97
"2023-04-06"	"Th"	"Welcome Hotel Paderborn"	18	"11.76%"	153	18	94.02	1692.41
"2023-04-06"	"Th"	"Welcome Hotel Bad Arolsen"	17	"14.29%"	119	17	115.49	1963.31
"2023-04-06"	"Th"	"Welcome Hotel Meschede / Hennesee"	32	"27.59%"	116	32	82.39	2636.37
"2023-04-06"	"Th"	"Welcome Hotel Wesel"	42	"40.78%"	103	42	106.69	4481.19
"2023-04-06"	"Th"	"Welcome Hotel Dorf Munsterland"	2	"1.53%"	131	2	186.50	373.01
"2023-04-06"	"Th"	"Welcome Hotel Neckarsulm"	7	"4.32%"	162	7	186.72	1307.07
"2023-04-06"	"Th"	"Welcome Parkhotel Euskirchen"	38	"41.30%"	92	38	113.74	4322.06
"2023-04-06"	"Th"	"All"	311	"17.65%"	1762	311	106.64	33163.68
"2023-04-07"	"Fr"	"Welcome Hotel Darmstadt"	48	"23.08%"	208	48	101.39	4866.80
"2023-04-07"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	20	"11.56%"	173	20	67.41	1348.13
"2023-04-07"	"Fr"	"Welcome Residenzschloss Bamberg"	112	"60.87%"	184	112	118.31	13250.18
"2023-04-07"	"Fr"	"Welcome Kongresshotel Bamberg"	96	"56.14%"	171	96	111.30	10684.60
"2023-04-07"	"Fr"	"Welcome Hotel Marburg"	48	"32.00%"	150	48	116.69	5601.21
"2023-04-07"	"Fr"	"Welcome Hotel Paderborn"	50	"32.68%"	153	50	81.50	4074.82
"2023-04-07"	"Fr"	"Welcome Hotel Bad Arolsen"	76	"63.87%"	119	76	122.37	9300.06
"2023-04-07"	"Fr"	"Welcome Hotel Meschede / Hennesee"	52	"44.83%"	116	52	104.09	5412.85
"2023-04-07"	"Fr"	"Welcome Hotel Wesel"	73	"70.87%"	103	73	109.11	7964.67
"2023-04-07"	"Fr"	"Welcome Hotel Dorf Munsterland"	53	"40.46%"	131	53	41.52	2200.63
"2023-04-07"	"Fr"	"Welcome Hotel Neckarsulm"	15	"9.26%"	162	15	99.76	1496.36
"2023-04-07"	"Fr"	"Welcome Parkhotel Euskirchen"	53	"57.61%"	92	53	120.21	6371.22
"2023-04-07"	"Fr"	"All"	696	"39.50%"	1762	696	104.27	72571.53
"2023-04-08"	"Sa"	"Welcome Hotel Darmstadt"	107	"51.44%"	208	107	110.42	11814.46
