"Date"	"Date"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"
"Day"	"DOW"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"
"2024-01-17"	"We"	"Welcome Hotel Paderborn"	100	"65.36%"	153	100	92.34
"2024-01-17"	"We"	"Welcome Hotel Bad Arolsen"	28	"23.53%"	119	28	95.83
"2024-01-17"	"We"	"Welcome Hotel Meschede / Hennesee"	26	"22.41%"	116	26	86.02
"2024-01-17"	"We"	"Welcome Hotel Wesel"	82	"79.61%"	103	82	96.73
"2024-01-17"	"We"	"Welcome Hotel Dorf Munsterland"	37	"28.24%"	131	37	66.87
"2024-01-17"	"We"	"Welcome Hotel Neckarsulm"	142	"87.65%"	162	142	117.04
"2024-01-17"	"We"	"Welcome Parkhotel Euskirchen"	66	"71.74%"	92	66	104.20
"2024-01-17"	"We"	"All"	863	"48.98%"	1762	863	101.47
"2024-01-18"	"Th"	"Welcome Hotel Darmstadt"	53	"25.48%"	208	53	134.90
"2024-01-18"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	91	"52.60%"	173	91	77.00
"2024-01-18"	"Th"	"Welcome Residenzschloss Bamberg"	84	"45.65%"	184	84	98.79
"2024-01-18"	"Th"	"Welcome Kongresshotel Bamberg"	114	"66.67%"	171	114	99.64
"2024-01-18"	"Th"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-18"	"Th"	"Welcome Hotel Paderborn"	59	"38.56%"	153	59	94.83
"2024-01-18"	"Th"	"Welcome Hotel Bad Arolsen"	31	"26.05%"	119	31	88.86
"2024-01-18"	"Th"	"Welcome Hotel Meschede / Hennesee"	26	"22.41%"	116	26	102.39
"2024-01-18"	"Th"	"Welcome Hotel Wesel"	91	"88.35%"	103	91	99.69
"2024-01-18"	"Th"	"Welcome Hotel Dorf Munsterland"	22	"16.79%"	131	22	64.24
"2024-01-18"	"Th"	"Welcome Hotel Neckarsulm"	68	"41.98%"	162	68	113.47
"2024-01-18"	"Th"	"Welcome Parkhotel Euskirchen"	50	"54.35%"	92	50	103.54
"2024-01-18"	"Th"	"All"	689	"39.10%"	1762	689	98.99
"2024-01-19"	"Fr"	"Welcome Hotel Darmstadt"	56	"26.92%"	208	56	97.33
"2024-01-19"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	52	"30.06%"	173	52	76.58
"2024-01-19"	"Fr"	"Welcome Residenzschloss Bamberg"	49	"26.63%"	184	49	109.96
"2024-01-19"	"Fr"	"Welcome Kongresshotel Bamberg"	63	"36.84%"	171	63	111.43
"2024-01-19"	"Fr"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-19"	"Fr"	"Welcome Hotel Paderborn"	34	"22.22%"	153	34	69.70
"2024-01-19"	"Fr"	"Welcome Hotel Bad Arolsen"	64	"53.78%"	119	64	104.71
"2024-01-19"	"Fr"	"Welcome Hotel Meschede / Hennesee"	102	"87.93%"	116	102	88.07
"2024-01-19"	"Fr"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	99.71
"2024-01-19"	"Fr"	"Welcome Hotel Dorf Munsterland"	28	"21.37%"	131	28	91.99
"2024-01-19"	"Fr"	"Welcome Hotel Neckarsulm"	33	"20.37%"	162	33	79.22
"2024-01-19"	"Fr"	"Welcome Parkhotel Euskirchen"	49	"53.26%"	92	49	120.36
"2024-01-19"	"Fr"	"All"	557	"31.61%"	1762	557	96.37
"2024-01-20"	"Sa"	"Welcome Hotel Darmstadt"	29	"13.94%"	208	29	102.02
"2024-01-20"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	66	"38.15%"	173	66	68.74
"2024-01-20"	"Sa"	"Welcome Residenzschloss Bamberg"	54	"29.35%"	184	54	98.20
"2024-01-20"	"Sa"	"Welcome Kongresshotel Bamberg"	40	"23.39%"	171	40	90.39
"2024-01-20"	"Sa"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-20"	"Sa"	"Welcome Hotel Paderborn"	88	"57.52%"	153	88	79.71
"2024-01-20"	"Sa"	"Welcome Hotel Bad Arolsen"	81	"68.07%"	119	81	109.12
"2024-01-20"	"Sa"	"Welcome Hotel Meschede / Hennesee"	100	"86.21%"	116	100	101.81
"2024-01-20"	"Sa"	"Welcome Hotel Wesel"	28	"27.18%"	103	28	108.66
"2024-01-20"	"Sa"	"Welcome Hotel Dorf Munsterland"	125	"95.42%"	131	125	138.15
"2024-01-20"	"Sa"	"Welcome Hotel Neckarsulm"	101	"62.35%"	162	101	84.69
"2024-01-20"	"Sa"	"Welcome Parkhotel Euskirchen"	71	"77.17%"	92	71	133.77
"2024-01-20"	"Sa"	"All"	783	"44.44%"	1762	783	103.21
"2024-01-21"	"Su"	"Welcome Hotel Darmstadt"	37	"17.79%"	208	37	106.61
"2024-01-21"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	57	"32.95%"	173	57	67.20
"2024-01-21"	"Su"	"Welcome Residenzschloss Bamberg"	24	"13.04%"	184	24	110.74
"2024-01-21"	"Su"	"Welcome Kongresshotel Bamberg"	93	"54.39%"	171	93	90.62
"2024-01-21"	"Su"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-21"	"Su"	"Welcome Hotel Paderborn"	20	"13.07%"	153	20	86.24
"2024-01-21"	"Su"	"Welcome Hotel Bad Arolsen"	42	"35.29%"	119	42	82.32
"2024-01-21"	"Su"	"Welcome Hotel Meschede / Hennesee"	12	"10.34%"	116	12	123.77
"2024-01-21"	"Su"	"Welcome Hotel Wesel"	19	"18.45%"	103	19	105.94
"2024-01-21"	"Su"	"Welcome Hotel Dorf Munsterland"	10	"7.63%"	131	10	45.10
"2024-01-21"	"Su"	"Welcome Hotel Neckarsulm"	37	"22.84%"	162	37	91.73
"2024-01-21"	"Su"	"Welcome Parkhotel Euskirchen"	27	"29.35%"	92	27	115.12
"2024-01-21"	"Su"	"All"	378	"21.45%"	1762	378	91.25
"2024-01-22"	"Mo"	"Welcome Hotel Darmstadt"	100	"48.08%"	208	100	126.93
"2024-01-22"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	126	"72.83%"	173	126	86.91
"2024-01-22"	"Mo"	"Welcome Residenzschloss Bamberg"	111	"60.33%"	184	111	103.59
"2024-01-22"	"Mo"	"Welcome Kongresshotel Bamberg"	104	"60.82%"	171	104	84.77
"2024-01-22"	"Mo"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-22"	"Mo"	"Welcome Hotel Paderborn"	87	"56.86%"	153	87	92.31
"2024-01-22"	"Mo"	"Welcome Hotel Bad Arolsen"	74	"62.18%"	119	74	88.08
"2024-01-22"	"Mo"	"Welcome Hotel Meschede / Hennesee"	37	"31.90%"	116	37	109.21
"2024-01-22"	"Mo"	"Welcome Hotel Wesel"	81	"78.64%"	103	81	100.19
"2024-01-22"	"Mo"	"Welcome Hotel Dorf Munsterland"	21	"16.03%"	131	21	80.73
"2024-01-22"	"Mo"	"Welcome Hotel Neckarsulm"	155	"95.68%"	162	155	116.59
"2024-01-22"	"Mo"	"Welcome Parkhotel Euskirchen"	57	"61.96%"	92	57	103.24
"2024-01-22"	"Mo"	"All"	953	"54.09%"	1762	953	101.06
"2024-01-23"	"Tu"	"Welcome Hotel Darmstadt"	96	"46.15%"	208	96	131.35
"2024-01-23"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	161	"93.06%"	173	161	95.33
"2024-01-23"	"Tu"	"Welcome Residenzschloss Bamberg"	121	"65.76%"	184	121	101.48
"2024-01-23"	"Tu"	"Welcome Kongresshotel Bamberg"	59	"34.50%"	171	59	82.03
"2024-01-23"	"Tu"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-23"	"Tu"	"Welcome Hotel Paderborn"	138	"90.20%"	153	138	98.68
"2024-01-23"	"Tu"	"Welcome Hotel Bad Arolsen"	76	"63.87%"	119	76	97.53
"2024-01-23"	"Tu"	"Welcome Hotel Meschede / Hennesee"	51	"43.97%"	116	51	83.77
"2024-01-23"	"Tu"	"Welcome Hotel Wesel"	84	"81.55%"	103	84	104.35
"2024-01-23"	"Tu"	"Welcome Hotel Dorf Munsterland"	27	"20.61%"	131	27	65.01
"2024-01-23"	"Tu"	"Welcome Hotel Neckarsulm"	157	"96.91%"	162	157	123.87
"2024-01-23"	"Tu"	"Welcome Parkhotel Euskirchen"	92	"100.00%"	92	92	121.15
"2024-01-23"	"Tu"	"All"	1062	"60.27%"	1762	1062	104.98
"2024-01-24"	"We"	"Welcome Hotel Darmstadt"	96	"46.15%"	208	96	134.76
"2024-01-24"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	141	"81.50%"	173	141	109.27
"2024-01-24"	"We"	"Welcome Residenzschloss Bamberg"	83	"45.11%"	184	83	102.35
"2024-01-24"	"We"	"Welcome Kongresshotel Bamberg"	74	"43.27%"	171	74	84.76
"2024-01-24"	"We"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-24"	"We"	"Welcome Hotel Paderborn"	125	"81.70%"	153	125	92.74
"2024-01-24"	"We"	"Welcome Hotel Bad Arolsen"	116	"97.48%"	119	116	103.15
"2024-01-24"	"We"	"Welcome Hotel Meschede / Hennesee"	35	"30.17%"	116	35	88.36
"2024-01-24"	"We"	"Welcome Hotel Wesel"	87	"84.47%"	103	87	95.65
"2024-01-24"	"We"	"Welcome Hotel Dorf Munsterland"	29	"22.14%"	131	29	65.97
"2024-01-24"	"We"	"Welcome Hotel Neckarsulm"	138	"85.19%"	162	138	118.34
"2024-01-24"	"We"	"Welcome Parkhotel Euskirchen"	89	"96.74%"	92	89	125.28
"2024-01-24"	"We"	"All"	1013	"57.49%"	1762	1013	106.10
"2024-01-25"	"Th"	"Welcome Hotel Darmstadt"	65	"31.25%"	208	65	129.82
"2024-01-25"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	155	"89.60%"	173	155	238.33
"2024-01-25"	"Th"	"Welcome Residenzschloss Bamberg"	25	"13.59%"	184	25	117.19
"2024-01-25"	"Th"	"Welcome Kongresshotel Bamberg"	52	"30.41%"	171	52	90.87
"2024-01-25"	"Th"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-25"	"Th"	"Welcome Hotel Paderborn"	101	"66.01%"	153	101	88.94
"2024-01-25"	"Th"	"Welcome Hotel Bad Arolsen"	106	"89.08%"	119	106	105.34
"2024-01-25"	"Th"	"Welcome Hotel Meschede / Hennesee"	60	"51.72%"	116	60	95.19
"2024-01-25"	"Th"	"Welcome Hotel Wesel"	92	"89.32%"	103	92	100.78
"2024-01-25"	"Th"	"Welcome Hotel Dorf Munsterland"	23	"17.56%"	131	23	66.55
"2024-01-25"	"Th"	"Welcome Hotel Neckarsulm"	144	"88.89%"	162	144	122.07
"2024-01-25"	"Th"	"Welcome Parkhotel Euskirchen"	41	"44.57%"	92	41	105.38
"2024-01-25"	"Th"	"All"	864	"49.04%"	1762	864	129.16
"2024-01-26"	"Fr"	"Welcome Hotel Darmstadt"	89	"42.79%"	208	89	125.00
"2024-01-26"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	169	"97.69%"	173	169	310.46
"2024-01-26"	"Fr"	"Welcome Residenzschloss Bamberg"	66	"35.87%"	184	66	105.18
"2024-01-26"	"Fr"	"Welcome Kongresshotel Bamberg"	37	"21.64%"	171	37	84.02
"2024-01-26"	"Fr"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-26"	"Fr"	"Welcome Hotel Paderborn"	56	"36.60%"	153	56	84.47
"2024-01-26"	"Fr"	"Welcome Hotel Bad Arolsen"	74	"62.18%"	119	74	119.84
"2024-01-26"	"Fr"	"Welcome Hotel Meschede / Hennesee"	94	"81.03%"	116	94	98.50
"2024-01-26"	"Fr"	"Welcome Hotel Wesel"	42	"40.78%"	103	42	96.10
"2024-01-26"	"Fr"	"Welcome Hotel Dorf Munsterland"	6	"4.58%"	131	6	-80.68
"2024-01-26"	"Fr"	"Welcome Hotel Neckarsulm"	28	"17.28%"	162	28	124.33
"2024-01-26"	"Fr"	"Welcome Parkhotel Euskirchen"	40	"43.48%"	92	40	114.98
"2024-01-26"	"Fr"	"All"	701	"39.78%"	1762	701	154.26
"2024-01-27"	"Sa"	"Welcome Hotel Darmstadt"	94	"45.19%"	208	94	125.91
"2024-01-27"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	165	"95.38%"	173	165	307.22
"2024-01-27"	"Sa"	"Welcome Residenzschloss Bamberg"	62	"33.70%"	184	62	119.58
"2024-01-27"	"Sa"	"Welcome Kongresshotel Bamberg"	48	"28.07%"	171	48	78.13
"2024-01-27"	"Sa"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-27"	"Sa"	"Welcome Hotel Paderborn"	34	"22.22%"	153	34	85.70
"2024-01-27"	"Sa"	"Welcome Hotel Bad Arolsen"	99	"83.19%"	119	99	115.31
"2024-01-27"	"Sa"	"Welcome Hotel Meschede / Hennesee"	20	"17.24%"	116	20	94.56
"2024-01-27"	"Sa"	"Welcome Hotel Wesel"	26	"25.24%"	103	26	98.08
"2024-01-27"	"Sa"	"Welcome Hotel Dorf Munsterland"	26	"19.85%"	131	26	124.11
"2024-01-27"	"Sa"	"Welcome Hotel Neckarsulm"	32	"19.75%"	162	32	79.74
"2024-01-27"	"Sa"	"Welcome Parkhotel Euskirchen"	50	"54.35%"	92	50	127.81
"2024-01-27"	"Sa"	"All"	656	"37.23%"	1762	656	159.50
"2024-01-28"	"Su"	"Welcome Hotel Darmstadt"	45	"21.63%"	208	45	97.86
"2024-01-28"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	141	"81.50%"	173	141	306.55
"2024-01-28"	"Su"	"Welcome Residenzschloss Bamberg"	15	"8.15%"	184	15	71.53
"2024-01-28"	"Su"	"Welcome Kongresshotel Bamberg"	19	"11.11%"	171	19	88.69
"2024-01-28"	"Su"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00
"2024-01-28"	"Su"	"Welcome Hotel Paderborn"	24	"15.69%"	153	24	86.01
"2024-01-28"	"Su"	"Welcome Hotel Bad Arolsen"	43	"36.13%"	119	43	85.05
"2024-01-28"	"Su"	"Welcome Hotel Meschede / Hennesee"	22	"18.97%"	116	22	89.64
"2024-01-28"	"Su"	"Welcome Hotel Wesel"	10	"9.71%"	103	10	90.23
"2024-01-28"	"Su"	"Welcome Hotel Dorf Munsterland"	16	"12.21%"	131	16	66.18
"2024-01-28"	"Su"	"Welcome Hotel Neckarsulm"	51	"31.48%"	162	51	86.94
"2024-01-28"	"Su"	"Welcome Parkhotel Euskirchen"	30	"32.61%"	92	30	107.23
"2024-01-28"	"Su"	"All"	416	"23.61%"	1762	416	162.72
"2024-01-29"	"Mo"	"Welcome Hotel Darmstadt"	84	"40.38%"	208	84	129.74
"2024-01-29"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	124	"71.68%"	173	124	274.62
"2024-01-29"	"Mo"	"Welcome Residenzschloss Bamberg"	98	"53.26%"	184	98	95.70
"2024-01-29"	"Mo"	"Welcome Kongresshotel Bamberg"	154	"90.06%"	171	154	85.30
"2024-01-29"	"Mo"	"Welcome Hotel Marburg"	33	"22.00%"	150	33	110.12
"2024-01-29"	"Mo"	"Welcome Hotel Paderborn"	87	"56.86%"	153	87	91.69
"2024-01-29"	"Mo"	"Welcome Hotel Bad Arolsen"	81	"68.07%"	119	81	94.60
"2024-01-29"	"Mo"	"Welcome Hotel Meschede / Hennesee"	111	"95.69%"	116	111	112.37
"2024-01-29"	"Mo"	"Welcome Hotel Wesel"	39	"37.86%"	103	39	100.20
"2024-01-29"	"Mo"	"Welcome Hotel Dorf Munsterland"	20	"15.27%"	131	20	68.36
"2024-01-29"	"Mo"	"Welcome Hotel Neckarsulm"	156	"96.30%"	162	156	120.65
"2024-01-29"	"Mo"	"Welcome Parkhotel Euskirchen"	61	"66.30%"	92	61	101.24
"2024-01-29"	"Mo"	"All"	1048	"59.48%"	1762	1048	123.56
"2024-01-30"	"Tu"	"Welcome Hotel Darmstadt"	93	"44.71%"	208	93	123.86
"2024-01-30"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	167	"96.53%"	173	167	89.20
"2024-01-30"	"Tu"	"Welcome Residenzschloss Bamberg"	113	"61.41%"	184	113	101.94
"2024-01-30"	"Tu"	"Welcome Kongresshotel Bamberg"	123	"71.93%"	171	123	90.67
"2024-01-30"	"Tu"	"Welcome Hotel Marburg"	41	"27.33%"	150	41	113.48
"2024-01-30"	"Tu"	"Welcome Hotel Paderborn"	120	"78.43%"	153	120	95.57
"2024-01-30"	"Tu"	"Welcome Hotel Bad Arolsen"	66	"55.46%"	119	66	100.75
"2024-01-30"	"Tu"	"Welcome Hotel Meschede / Hennesee"	41	"35.34%"	116	41	91.17
"2024-01-30"	"Tu"	"Welcome Hotel Wesel"	70	"67.96%"	103	70	94.69
"2024-01-30"	"Tu"	"Welcome Hotel Dorf Munsterland"	22	"16.79%"	131	22	61.93
"2024-01-30"	"Tu"	"Welcome Hotel Neckarsulm"	158	"97.53%"	162	158	126.10
"2024-01-30"	"Tu"	"Welcome Parkhotel Euskirchen"	83	"90.22%"	92	83	117.58
"2024-01-30"	"Tu"	"All"	1097	"62.26%"	1762	1097	103.25
"2024-01-31"	"We"	"Welcome Hotel Darmstadt"	79	"37.98%"	208	79	127.76
"2024-01-31"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	78	"45.09%"	173	78	82.34
"2024-01-31"	"We"	"Welcome Residenzschloss Bamberg"	144	"78.26%"	184	144	105.33
"2024-01-31"	"We"	"Welcome Kongresshotel Bamberg"	164	"95.91%"	171	164	95.48
"2024-01-31"	"We"	"Welcome Hotel Marburg"	28	"18.67%"	150	28	113.61
"2024-01-31"	"We"	"Welcome Hotel Paderborn"	150	"98.04%"	153	150	102.98
"2024-01-31"	"We"	"Welcome Hotel Bad Arolsen"	45	"37.82%"	119	45	77.92
"2024-01-31"	"We"	"Welcome Hotel Meschede / Hennesee"	60	"51.72%"	116	60	98.39
"2024-01-31"	"We"	"Welcome Hotel Wesel"	44	"42.72%"	103	44	99.30
"2024-01-31"	"We"	"Welcome Hotel Dorf Munsterland"	62	"47.33%"	131	62	73.62
"2024-01-31"	"We"	"Welcome Hotel Neckarsulm"	93	"57.41%"	162	93	123.90
"2024-01-31"	"We"	"Welcome Parkhotel Euskirchen"	88	"95.65%"	92	88	114.51
"2024-01-31"	"We"	"All"	1035	"58.74%"	1762	1035	102.33
"2024-02-01"	"Th"	"Welcome Hotel Darmstadt"	42	"20.19%"	208	42	140.13
"2024-02-01"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	59	"34.10%"	173	59	80.59
"2024-02-01"	"Th"	"Welcome Residenzschloss Bamberg"	100	"54.35%"	184	100	102.61
"2024-02-01"	"Th"	"Welcome Kongresshotel Bamberg"	126	"73.68%"	171	126	89.27
"2024-02-01"	"Th"	"Welcome Hotel Marburg"	29	"19.33%"	150	29	104.33
"2024-02-01"	"Th"	"Welcome Hotel Paderborn"	109	"71.24%"	153	109	93.38
"2024-02-01"	"Th"	"Welcome Hotel Bad Arolsen"	48	"40.34%"	119	48	85.55
"2024-02-01"	"Th"	"Welcome Hotel Meschede / Hennesee"	53	"45.69%"	116	53	99.43
"2024-02-01"	"Th"	"Welcome Hotel Wesel"	18	"17.48%"	103	18	86.22
"2024-02-01"	"Th"	"Welcome Hotel Dorf Munsterland"	113	"86.26%"	131	113	76.53
"2024-02-01"	"Th"	"Welcome Hotel Neckarsulm"	149	"91.98%"	162	149	103.95
"2024-02-01"	"Th"	"Welcome Parkhotel Euskirchen"	87	"94.57%"	92	87	115.68
"2024-02-01"	"Th"	"All"	933	"52.95%"	1762	933	96.98
"2024-02-02"	"Fr"	"Welcome Hotel Darmstadt"	18	"8.65%"	208	18	121.49
"2024-02-02"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	39	"22.54%"	173	39	66.37
"2024-02-02"	"Fr"	"Welcome Residenzschloss Bamberg"	57	"30.98%"	184	57	115.85
"2024-02-02"	"Fr"	"Welcome Kongresshotel Bamberg"	116	"67.84%"	171	116	89.63
"2024-02-02"	"Fr"	"Welcome Hotel Marburg"	44	"29.33%"	150	44	102.06
"2024-02-02"	"Fr"	"Welcome Hotel Paderborn"	18	"11.76%"	153	18	80.72
"2024-02-02"	"Fr"	"Welcome Hotel Bad Arolsen"	98	"82.35%"	119	98	110.46
"2024-02-02"	"Fr"	"Welcome Hotel Meschede / Hennesee"	28	"24.14%"	116	28	105.36
"2024-02-02"	"Fr"	"Welcome Hotel Wesel"	30	"29.13%"	103	30	106.16
"2024-02-02"	"Fr"	"Welcome Hotel Dorf Munsterland"	27	"20.61%"	131	27	101.59
"2024-02-02"	"Fr"	"Welcome Hotel Neckarsulm"	27	"16.67%"	162	27	87.00
"2024-02-02"	"Fr"	"Welcome Parkhotel Euskirchen"	29	"31.52%"	92	29	126.28
"2024-02-02"	"Fr"	"All"	531	"30.14%"	1762	531	100.63
"2024-02-03"	"Sa"	"Welcome Hotel Darmstadt"	75	"36.06%"	208	75	101.29
"2024-02-03"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	70	"40.46%"	173	70	58.36
"2024-02-03"	"Sa"	"Welcome Residenzschloss Bamberg"	61	"33.15%"	184	61	89.00
"2024-02-03"	"Sa"	"Welcome Kongresshotel Bamberg"	24	"14.04%"	171	24	84.83
"2024-02-03"	"Sa"	"Welcome Hotel Marburg"	20	"13.33%"	150	20	108.72
"2024-02-03"	"Sa"	"Welcome Hotel Paderborn"	69	"45.10%"	153	69	76.21
"2024-02-03"	"Sa"	"Welcome Hotel Bad Arolsen"	115	"96.64%"	119	115	112.80
"2024-02-03"	"Sa"	"Welcome Hotel Meschede / Hennesee"	67	"57.76%"	116	67	107.53
"2024-02-03"	"Sa"	"Welcome Hotel Wesel"	56	"54.37%"	103	56	94.47
"2024-02-03"	"Sa"	"Welcome Hotel Dorf Munsterland"	50	"38.17%"	131	50	96.87
"2024-02-03"	"Sa"	"Welcome Hotel Neckarsulm"	19	"11.73%"	162	19	85.58
"2024-02-03"	"Sa"	"Welcome Parkhotel Euskirchen"	44	"47.83%"	92	44	124.46
"2024-02-03"	"Sa"	"All"	670	"38.02%"	1762	670	95.51
"2024-02-04"	"Su"	"Welcome Hotel Darmstadt"	86	"41.35%"	208	86	100.85
"2024-02-04"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	51	"29.48%"	173	51	58.65
"2024-02-04"	"Su"	"Welcome Residenzschloss Bamberg"	36	"19.57%"	184	36	87.68
"2024-02-04"	"Su"	"Welcome Kongresshotel Bamberg"	10	"5.85%"	171	10	73.85
"2024-02-04"	"Su"	"Welcome Hotel Marburg"	15	"10.00%"	150	15	124.89
"2024-02-04"	"Su"	"Welcome Hotel Paderborn"	21	"13.73%"	153	21	79.28
"2024-02-04"	"Su"	"Welcome Hotel Bad Arolsen"	49	"41.18%"	119	49	92.71
"2024-02-04"	"Su"	"Welcome Hotel Meschede / Hennesee"	16	"13.79%"	116	16	99.23
"2024-02-04"	"Su"	"Welcome Hotel Wesel"	15	"14.56%"	103	15	112.11
"2024-02-04"	"Su"	"Welcome Hotel Dorf Munsterland"	10	"7.63%"	131	10	77.19
"2024-02-04"	"Su"	"Welcome Hotel Neckarsulm"	28	"17.28%"	162	28	94.22
"2024-02-04"	"Su"	"Welcome Parkhotel Euskirchen"	15	"16.30%"	92	15	98.18
"2024-02-04"	"Su"	"All"	352	"19.98%"	1762	352	90.32
"2024-02-05"	"Mo"	"Welcome Hotel Darmstadt"	81	"38.94%"	208	81	122.08
"2024-02-05"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	73	"42.20%"	173	73	74.79
"2024-02-05"	"Mo"	"Welcome Residenzschloss Bamberg"	64	"34.78%"	184	64	107.48
"2024-02-05"	"Mo"	"Welcome Kongresshotel Bamberg"	71	"41.52%"	171	71	100.32
"2024-02-05"	"Mo"	"Welcome Hotel Marburg"	41	"27.33%"	150	41	113.29
"2024-02-05"	"Mo"	"Welcome Hotel Paderborn"	82	"53.59%"	153	82	85.91
"2024-02-05"	"Mo"	"Welcome Hotel Bad Arolsen"	54	"45.38%"	119	54	93.85
"2024-02-05"	"Mo"	"Welcome Hotel Meschede / Hennesee"	63	"54.31%"	116	63	92.73
"2024-02-05"	"Mo"	"Welcome Hotel Wesel"	91	"88.35%"	103	91	101.16
"2024-02-05"	"Mo"	"Welcome Hotel Dorf Munsterland"	26	"19.85%"	131	26	66.60
"2024-02-05"	"Mo"	"Welcome Hotel Neckarsulm"	96	"59.26%"	162	96	111.21
"2024-02-05"	"Mo"	"Welcome Parkhotel Euskirchen"	58	"63.04%"	92	58	112.98
"2024-02-05"	"Mo"	"All"	800	"45.40%"	1762	800	100.14
"2024-02-06"	"Tu"	"Welcome Hotel Darmstadt"	92	"44.23%"	208	92	118.72
"2024-02-06"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	125	"72.25%"	173	125	84.19
"2024-02-06"	"Tu"	"Welcome Residenzschloss Bamberg"	96	"52.17%"	184	96	92.22
"2024-02-06"	"Tu"	"Welcome Kongresshotel Bamberg"	54	"31.58%"	171	54	74.08
"2024-02-06"	"Tu"	"Welcome Hotel Marburg"	43	"28.67%"	150	43	109.77
"2024-02-06"	"Tu"	"Welcome Hotel Paderborn"	97	"63.40%"	153	97	92.02
"2024-02-06"	"Tu"	"Welcome Hotel Bad Arolsen"	52	"43.70%"	119	52	93.98
"2024-02-06"	"Tu"	"Welcome Hotel Meschede / Hennesee"	68	"58.62%"	116	68	86.97
"2024-02-06"	"Tu"	"Welcome Hotel Wesel"	47	"45.63%"	103	47	105.35
"2024-02-06"	"Tu"	"Welcome Hotel Dorf Munsterland"	25	"19.08%"	131	25	68.73
"2024-02-06"	"Tu"	"Welcome Hotel Neckarsulm"	105	"64.81%"	162	105	120.97
"2024-02-06"	"Tu"	"Welcome Parkhotel Euskirchen"	76	"82.61%"	92	76	123.06
"2024-02-06"	"Tu"	"All"	880	"49.94%"	1762	880	99.40
"2024-02-07"	"We"	"Welcome Hotel Darmstadt"	80	"38.46%"	208	80	123.70
"2024-02-07"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	103	"59.54%"	173	103	85.93
"2024-02-07"	"We"	"Welcome Residenzschloss Bamberg"	54	"29.35%"	184	54	88.54
"2024-02-07"	"We"	"Welcome Kongresshotel Bamberg"	136	"79.53%"	171	136	96.29
"2024-02-07"	"We"	"Welcome Hotel Marburg"	42	"28.00%"	150	42	117.14
"2024-02-07"	"We"	"Welcome Hotel Paderborn"	81	"52.94%"	153	81	91.51
"2024-02-07"	"We"	"Welcome Hotel Bad Arolsen"	43	"36.13%"	119	43	97.48
"2024-02-07"	"We"	"Welcome Hotel Meschede / Hennesee"	49	"42.24%"	116	49	88.25
"2024-02-07"	"We"	"Welcome Hotel Wesel"	45	"43.69%"	103	45	93.98
"2024-02-07"	"We"	"Welcome Hotel Dorf Munsterland"	18	"13.74%"	131	18	93.32
"2024-02-07"	"We"	"Welcome Hotel Neckarsulm"	126	"77.78%"	162	126	121.12
"2024-02-07"	"We"	"Welcome Parkhotel Euskirchen"	63	"68.48%"	92	63	126.16
"2024-02-07"	"We"	"All"	840	"47.67%"	1762	840	103.08
"2024-02-08"	"Th"	"Welcome Hotel Darmstadt"	59	"28.37%"	208	59	122.86
"2024-02-08"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	53	"30.64%"	173	53	73.44
